temperature,humidity,rainfall,ph,nitrogen,phosphorus,potassium,water_level,area,district,soil_type,season,fertilizer,pesticide,expected_yield
27.167303567059935,86.80744779074814,924.9987015144891,6.377942841411272,47.06107432080394,21.52104460492745,87.38538902745475,7.567793648749584,8.441811144865955,Ariyalur,Black Soil,Kuruvai,Farmyard Manure,Imidacloprid,127.12
28.543247110628318,61.931772802833834,787.7244512053032,6.00048579632919,89.43039982355084,62.87575536200374,66.21381637024119,9.638922245305553,3.159372020986457,Namakkal,Red Soil,Samba,Micronutrient Mix,Azadirachtin,115.84
31.787531939749634,71.7840024971116,897.277187401389,6.211945357302524,108.20614994179321,20.863609317785354,28.125084835484138,2.325830418551761,0.9370250992066511,Erode,Alluvial Soil,Kuruvai,Organic Compost,Neem Oil,101.54
35.68736934417612,83.14631437520094,1169.0085949047902,5.695668321302003,84.24542876051491,48.408306246833945,32.124130893701064,5.1880378751789875,4.621590667760744,Thoothukudi,Clay,Kuruvai,Neem Cake,Chlorpyrifos,116.98
22.724864156352712,69.98450458505884,1351.0318988570837,6.506272517160175,117.08408570694901,59.5216178971367,31.40540989570008,7.139354225650525,1.1704031003040836,Kanchipuram,Sandy,Samba,Urea,Imidacloprid,90.17
22.42418096866595,78.43102325093852,1728.2762897099492,6.650948355751758,74.93529335858697,58.59729310654119,52.07770233440616,9.531718470212201,5.683359498501382,Krishnagiri,Silty,Kuruvai,Urea,Neem Oil,131.79
36.48561027129702,62.831645391571854,683.2335610501985,5.701556002754853,41.63996430863948,25.6665776453557,67.81047413914499,4.55180504235009,1.1762921603721754,Tiruvannamalai,Sandy Loam,Kuruvai,Potash,Imidacloprid,77.58
35.518004975511275,55.93087742943303,1577.362179106723,6.0637095495468,50.634834485949064,61.804229921849036,64.02599927459188,7.880568350431086,8.835984128507002,Tiruppur,Loamy,Navarai,Urea,Azadirachtin,128.99
24.839032700475563,85.02459006563433,1568.2016871207168,7.481010284001346,77.13559092202838,42.32108514756699,74.34890725193978,9.446058604828519,3.7376336324036696,Chennai,Laterite Soil,Samba,Farmyard Manure,Neem Oil,127.51
35.73460402948819,72.15976109500073,1501.0452813497968,7.0090857481693645,49.28114819523394,74.15317440077399,55.36766607135,4.560396808244894,8.351345928023544,Coimbatore,Silty,Kuruvai,Vermicompost,Imidacloprid,136.09
22.173402423684774,91.21527905677056,709.5440121433603,6.13862727518083,125.50557703457244,77.03642881625336,60.14065216863003,5.587564175826558,6.502453515613093,Sivaganga,Clay Loam,Kuruvai,Single Super Phosphate,Emamectin Benzoate,123.8
26.691372347169033,68.14658181479663,1407.022147292446,7.00474905887536,111.24211393532637,67.37708856767324,26.384427213408326,2.4604700801331543,5.196992894674524,Karur,Black Soil,Kuruvai,Farmyard Manure,Imidacloprid,105.23
36.2032669241328,69.03660050208315,740.480419713127,5.785983364105672,108.5359568545725,57.09308379897566,27.07858732859532,7.60775305167296,1.2990146580924757,Ariyalur,Black Soil,Kuruvai,Urea,Chlorpyrifos,95.78
23.164208101827096,87.87440237161425,1447.4906725877954,5.6626975612837995,47.63539426766727,79.19837471007052,46.19895570292842,8.50239653806002,4.021100397135464,Vellore,Silty,Kuruvai,Neem Cake,Lambda Cyhalothrin,112.14
23.3360114671787,86.08587663709747,1270.085099682966,6.348444018493953,121.57189465852623,26.67184893836908,54.48375730036014,5.74928513595301,0.6078596252904811,Coimbatore,Silty,Navarai,DAP,Biopesticide,97.38
22.900852410909398,59.752716650722874,741.0314961325258,6.798420604232128,107.1440391338881,55.00212590582958,87.35207839321794,4.285696690254886,4.061270505475189,Mayiladuthurai,Laterite Soil,Navarai,Vermicompost,Bacillus thuringiensis,88.52
37.41156063104978,55.48617898759265,1763.8545920491667,5.586319823901152,120.2028802328264,51.66206654517799,89.50753572835103,6.430834275210566,1.2010673649862893,Pudukkottai,Sandy Loam,Navarai,DAP,Biopesticide,98.76
37.50884056990559,75.92391376680595,1355.278365762315,6.891497377969234,80.9086958290996,57.6534848050438,60.90200183461702,2.363571042731663,9.061001099664395,Nagapattinam,Red Soil,Samba,Ammonium Sulphate,Biopesticide,125.08
31.922121564824586,66.0952473192453,825.7453916685135,6.427396809879964,71.80170052234476,55.01936671105233,25.441424587548937,9.889685955836823,9.756750672828582,Virudhunagar,Loamy,Navarai,Bone Meal,Chlorpyrifos,127.89
33.170587424315926,76.44385465376482,971.4331395435934,7.127590039413898,101.62580552984913,29.757016360693477,83.76490291456898,9.598399306335391,8.314103807770106,Tiruvannamalai,Clay,Navarai,Ammonium Sulphate,Lambda Cyhalothrin,138.18
28.691888580649902,92.30913933416053,1639.27666740049,5.590437340212379,42.37302770475268,42.58780201268297,76.7387331547283,3.2033351288282255,9.879123228491972,Tirupathur,Red Soil,Kuruvai,DAP,Neem Oil,123.82
31.506091445634162,70.23563426524086,1763.8972773775238,7.184237846271417,115.44958342400241,48.12158958769822,49.037365163636565,2.451003973207417,3.097367183341709,Tenkasi,Red Soil,Navarai,Bone Meal,Azadirachtin,98.01
37.995482772578086,94.86547348295622,1266.518046723153,7.037974830361021,125.02891568941853,70.97884344064468,37.31436712202384,3.03327532121196,4.780169285445888,Tiruvallur,Loamy,Samba,Ammonium Sulphate,Lambda Cyhalothrin,128.7
37.264816436139554,79.2469853780352,874.3713666041552,6.843401368811714,95.63154164121062,41.48976308197043,27.94903145397403,6.162461607230346,6.879945358131597,Nagapattinam,Black Soil,Navarai,Ammonium Sulphate,Lambda Cyhalothrin,112.31
35.634904005096644,77.07627355097942,1273.1255658424634,7.25330720531669,76.31345795911574,28.04091370703844,22.01478734193373,6.962476410827717,7.673803928899381,Nagapattinam,Loamy,Samba,Bone Meal,Beauveria bassiana,149.1
33.265276289587575,63.518566460356425,763.6457707041237,5.529089331335764,71.55288029259373,55.395061211277984,47.45708315698126,9.233269555949988,4.656011759225426,Vellore,Black Soil,Navarai,Organic Compost,Biopesticide,113.81
34.53844820385829,70.8617112928508,1346.504040273448,7.22472741749349,125.45685612918778,28.824408855742277,84.86113376130461,4.065955106391667,5.175104784255613,Thoothukudi,Laterite Soil,Kuruvai,NPK,Biopesticide,108.14
29.34617209981218,94.20130301141909,1191.1417127914435,6.157503220575016,97.00607688850532,34.408737126691584,25.310432967606474,3.0243667116621795,1.7243573581511678,Thanjavur,Silty,Samba,Micronutrient Mix,Beauveria bassiana,104.78
27.53067653318181,90.87153639624047,1168.7539683154469,6.835115477042054,55.508788408146685,31.537341128520247,22.86080313865352,4.228722712255669,2.104883099185563,Chengalpattu,Clay,Kuruvai,Vermicompost,Neem Oil,121.0
24.83216774842795,58.548101350282224,744.763045320721,6.4215575360654515,58.57003465652133,41.85619166288453,55.239208959839985,2.3144971187287915,7.058750871978971,Ramanathapuram,Clay Loam,Kuruvai,Farmyard Manure,Emamectin Benzoate,109.88
23.30814451118195,89.94314496427108,1705.046880638176,5.622155919709727,64.91898833324834,68.37207678758368,72.37817832685609,3.6747945866936824,2.2529496838855847,Kanyakumari,Laterite Soil,Samba,Vermicompost,Azadirachtin,108.44
27.92755364466211,74.38091940764085,1341.905725836355,6.237827279139545,81.62812445198331,64.8482562880254,22.567824202341853,7.7067966870764195,2.898150971268197,Nagapattinam,Laterite Soil,Navarai,DAP,Biopesticide,91.5
30.513815764245052,59.28688045359104,1136.8948401881457,6.565234532910046,61.822345327125674,36.15459385696286,46.409891417323585,4.576633324665426,0.6906763788884005,Tenkasi,Laterite Soil,Kuruvai,Micronutrient Mix,Chlorpyrifos,77.83
25.383168111944713,68.09989408711658,743.7145581831014,7.28105456147979,93.42332081986439,60.74613914866938,75.24198670251369,2.6953623046993895,5.235200889826044,Nagapattinam,Alluvial Soil,Samba,Urea,Fipronil,117.0
33.92703158694928,72.26638184918718,753.0963633546764,6.067551811597449,72.67740667587717,58.755034479896075,59.95448132682383,9.892121990343838,3.8829188960295395,Tirupathur,Clay,Kuruvai,Ammonium Sulphate,Emamectin Benzoate,126.92
31.692397109710193,64.48907166943978,722.1389671444845,5.805718278368664,62.136195554605735,29.640882395573342,33.0596916835914,3.3869887623580386,3.2084041025915475,Tiruvallur,Black Soil,Navarai,Urea,Bacillus thuringiensis,77.94
37.718057870537706,59.481556086722094,1077.42671885489,7.4389408665507375,117.89564133045822,69.02432425695679,38.05319789314579,7.349145759395448,2.1234320802056255,Tiruppur,Clay,Samba,Micronutrient Mix,Bacillus thuringiensis,141.52
36.870015826041374,77.2705157205572,1285.9352273638797,6.059958187320568,109.25436398727432,31.2226249134514,42.657546548297056,6.06088302947564,4.541646166855959,Namakkal,Clay Loam,Kuruvai,DAP,Chlorpyrifos,116.74
31.76992067906612,66.54522212961024,1297.4858657071347,5.808725430548405,83.30260916693356,51.95536595309515,23.627647577569885,3.075317415511794,3.6977406428422457,Tirunelveli,Alluvial Soil,Navarai,Farmyard Manure,Spinosad,106.63
23.013999527564284,94.5984092955978,986.8246139696676,7.1197488917092695,62.917658928738746,60.89016333343576,73.21595019227806,5.772609508401267,6.158568035774521,Nagapattinam,Silty,Samba,Urea,Beauveria bassiana,120.91
36.87246630796521,88.22477631150917,1758.0322927998152,5.748594446971089,105.77807276832799,76.30042740926227,32.68631463159621,7.928965194320472,1.1317145399843862,Tiruvannamalai,Alluvial Soil,Kuruvai,Vermicompost,Beauveria bassiana,136.5
31.19156981087859,88.67315107033087,767.7268519515474,7.090534623719781,58.14645880429701,29.819356571942272,31.498605855169508,7.321577765569601,8.238459842198129,Dindigul,Black Soil,Navarai,Bone Meal,Bacillus thuringiensis,118.96
36.03520865300973,70.69780429690542,1579.9193273658925,6.378269817140437,73.92499864824168,47.76078714017639,41.09645119148995,6.021763120739833,7.602289111674386,Tiruvallur,Clay,Navarai,Micronutrient Mix,Lambda Cyhalothrin,135.28
25.715403122349077,90.98298293098273,1060.6694656478537,6.587105722227977,121.58248998680922,57.454279754839526,28.182862849585483,7.021664424571343,9.428405174328013,Madurai,Loamy,Kuruvai,Micronutrient Mix,Azadirachtin,145.28
34.704403028324734,79.80291023714054,1240.1533103715858,7.287785166101916,110.97374901020777,29.10049278396507,41.82054474568838,7.951570340581416,2.8606468282374244,Erode,Red Soil,Navarai,Single Super Phosphate,Bacillus thuringiensis,104.27
22.536518955772472,77.79558739485266,1514.9504228888286,7.253531273523499,70.78735738443167,69.27543828032077,27.744221586864505,3.0199092986558593,8.541296771477922,Ariyalur,Red Soil,Samba,Vermicompost,Fipronil,134.65
24.39867883758038,64.17005580930567,1466.7030820716795,6.940073073092149,97.70328695967676,61.636906668026,57.99071103433173,4.7655679480313555,2.8920910596160514,Sivaganga,Clay,Navarai,Ammonium Sulphate,Carbaryl,102.14
24.905563468822812,91.33802245334513,1300.0701537193445,6.30170283352728,81.58052232797195,76.83700037670891,30.734598218125612,6.047109431075728,6.069183404159574,Sivaganga,Loamy,Navarai,Farmyard Manure,Neem Oil,124.2
35.95398254310642,92.28473129934449,1278.1598203070507,6.893301647753784,123.02494430595661,62.43431805880392,30.677733003998295,6.853720371062847,5.974739421584725,Chennai,Black Soil,Samba,Urea,Carbaryl,134.32
28.786090740838176,84.45776942498891,1721.2404177228177,7.351137025813553,80.5755434263719,26.794282750445316,88.93888392736342,2.9973014496261348,8.469531821236373,Sivaganga,Alluvial Soil,Samba,Micronutrient Mix,Biopesticide,165.51
28.384043261922084,57.19046555288125,1002.2366899750812,7.105706897196023,40.41688207041426,40.00995030146865,47.87180855136603,9.358844931302084,5.605258227910268,Namakkal,Silty,Kuruvai,Neem Cake,Chlorpyrifos,113.47
27.54153590985538,68.8781280758491,1485.001497731698,6.404435881779614,60.21443406459838,47.1463709679616,29.859991426585992,5.986942181915838,2.1756763718091214,Pudukkottai,Black Soil,Navarai,Ammonium Sulphate,Carbaryl,95.48
27.79830238586613,78.22353401112174,1358.7171455034363,5.526188913176667,99.71836348150396,30.682158012185084,87.27492222286186,5.31699298981619,1.9122959136545732,Krishnagiri,Silty,Navarai,Single Super Phosphate,Biopesticide,92.57
23.3655946892583,94.87497007383789,1202.634012397491,6.690770034640088,46.03688296495847,64.99762822395067,34.693391516691,3.6411171238560573,9.03151574968678,Ariyalur,Clay Loam,Kuruvai,Potash,Beauveria bassiana,137.32
23.051338230853638,86.02110466780042,1143.946601697633,6.54878053865516,79.66864722444053,44.04578365251956,59.17482319157525,3.455425043962169,1.974782336341769,Tirupathur,Sandy,Samba,NPK,Biopesticide,91.97
35.78856993621628,92.84461848534531,1047.9711795357034,6.041489346287108,97.95995889151142,44.52405026588578,21.77704489622414,7.72777783077918,1.9834496749788084,Thanjavur,Black Soil,Samba,Vermicompost,Emamectin Benzoate,136.39
25.55155459092719,64.24299186352286,1406.271292318474,5.539421075508728,49.36977237861164,67.99496512239136,32.49812634380335,3.905462248373812,6.70108802459281,Dindigul,Clay Loam,Samba,Organic Compost,Fipronil,128.66
23.591062284149523,64.72688763997816,1466.7203182267908,7.2113929362125715,114.71978781102925,43.83101177710729,66.76595955994523,4.345181842088106,2.447350806450299,Pudukkottai,Clay,Navarai,Bone Meal,Spinosad,108.33
36.2827473772316,87.69774246953764,1010.1808220374512,6.018846866862585,74.17231673505401,55.417696550888465,38.764454857601336,5.275293217529923,6.429414624566773,Kallakurichi,Silty,Navarai,Organic Compost,Imidacloprid,118.47
30.832754893631684,72.44506116541267,953.3589114503012,7.396906613924314,108.72452147437848,28.406790545987153,80.79275831285389,9.156417815152732,5.13059638337038,Nilgiris,Loamy,Navarai,Farmyard Manure,Azadirachtin,127.1
22.35950893312188,65.74709437539784,1249.9610575930403,6.7669564396522945,63.20989168898821,28.36136444436945,78.44511657595095,6.205521458421487,9.851820716683745,Viluppuram,Black Soil,Kuruvai,Farmyard Manure,Bacillus thuringiensis,137.22
24.746868573572854,65.89229306077476,622.0688118569601,7.328597613120998,50.5975974601127,54.59098853085521,39.18386544810442,7.211363106814914,5.7646910239000375,Krishnagiri,Laterite Soil,Navarai,NPK,Lambda Cyhalothrin,96.54
22.175933258535686,60.47542520275229,1680.0223702177261,7.247780155125031,93.76717919532774,56.0310116260192,66.55256721823788,9.315295567399678,2.166027146922771,Vellore,Loamy,Navarai,DAP,Imidacloprid,116.03
28.70032839827317,70.3255411299799,1222.701246339405,5.59393193355011,54.96550318804715,64.28201698558223,25.795906754758853,3.9627928774505676,6.229945039930688,Erode,Sandy Loam,Samba,NPK,Lambda Cyhalothrin,115.83
27.690763463439186,83.76183620736981,956.5460587478101,6.632809280593794,82.84453619791897,59.820269921758886,85.57808175273306,3.719523028726054,7.459434923497378,Chennai,Laterite Soil,Navarai,DAP,Emamectin Benzoate,96.29
22.498930160980557,65.490561771993,1314.0935168403057,5.6028516269685005,84.67296224811128,55.81057093501335,43.397072357187255,2.8527860250701744,7.823665935585308,Nilgiris,Laterite Soil,Samba,NPK,Chlorpyrifos,108.28
29.927861059299175,82.53609585710944,1121.7928063244954,5.992804066478214,113.71920859067798,67.96495273813875,68.62875295980987,6.721845334952697,3.0853788036846455,Namakkal,Sandy Loam,Kuruvai,Vermicompost,Neem Oil,116.53
27.775582351040427,58.66328293306537,1700.7762905546913,5.773637261837923,125.52136184387221,46.76034637747735,32.959305018703375,8.983566687011265,5.648059000094403,Tenkasi,Clay,Navarai,Bone Meal,Beauveria bassiana,130.37
32.54053386737148,82.6910625807141,1619.034781878383,5.999336017718372,84.04824672788264,33.27256650917613,89.13676055976529,2.315414490948047,9.468563727022826,Thoothukudi,Silty,Navarai,Potash,Imidacloprid,120.2
33.289202760251015,92.00993269662663,816.6904141528003,6.635890461105259,122.39394678292376,22.03675871514793,68.8194187072788,9.395169563012242,3.3248155700392323,Kanchipuram,Red Soil,Samba,Neem Cake,Azadirachtin,124.82
35.51279037656113,67.76401892973023,1594.698568980813,5.574015269430985,93.66428906338477,33.80053023726218,28.439682004409516,7.570310207025118,1.231055415477487,Ariyalur,Sandy Loam,Kuruvai,DAP,Bacillus thuringiensis,103.11
27.43799942028906,83.99067086115046,678.4276089587308,6.1305806756612204,88.55421631378036,67.44338989033781,42.312675205244894,9.087821985889498,6.445968076151586,Pudukkottai,Red Soil,Navarai,DAP,Lambda Cyhalothrin,101.96
22.39041250490461,89.80395495603719,625.5232930204645,7.249403345368399,87.60434206244908,76.34406191077377,75.91482650415658,4.805694523613681,9.980374050066706,Virudhunagar,Alluvial Soil,Samba,Potash,Emamectin Benzoate,157.56
34.27501262289803,71.07723654436968,1175.8507443646906,6.75501092643674,118.63094027677049,79.04500815195772,73.77913897051627,5.3708560182165614,4.468784430589671,Mayiladuthurai,Clay Loam,Navarai,Vermicompost,Azadirachtin,128.55
23.767585810102315,69.18488630563107,944.686789984898,6.09261624091198,61.0246975944919,22.525591378181712,21.251175431338968,5.422185069886899,9.883362702492299,Viluppuram,Alluvial Soil,Samba,Potash,Beauveria bassiana,142.5
28.149226354554905,82.1858913077228,861.904665438077,7.399922367900451,110.77105129739968,25.364660138735573,49.230654304944984,9.557856178331281,8.851623921840565,Erode,Clay,Navarai,Bone Meal,Spinosad,152.0
24.672543137473205,94.64674504547907,878.006041660132,7.385463548270251,98.46819840931316,56.46420769273155,55.8881957711556,3.412224256044066,2.6913632113187074,Kanchipuram,Silty,Samba,Vermicompost,Spinosad,123.59
25.527779345122806,62.45753048577018,1535.501368280104,6.20025051833346,45.20584089070567,78.14615780844868,81.8650119474398,9.959262581171483,9.313646690354524,Thoothukudi,Laterite Soil,Kuruvai,Farmyard Manure,Biopesticide,121.78
34.13181561126546,82.8408247221517,784.6750876078261,7.131666249981236,60.19965146529946,33.42905688935738,57.58820960253895,6.640689662702489,6.13292938099618,Thanjavur,Alluvial Soil,Samba,Bone Meal,Neem Oil,138.97
23.463789398364078,90.09843450521521,918.7200511064473,5.759029842565608,119.98732718820794,77.3390898937852,80.34893320858154,7.241935845112174,8.190402709886342,Tiruvannamalai,Sandy,Kuruvai,Farmyard Manure,Chlorpyrifos,98.72
28.535251409131178,69.90754068049256,911.7045405123915,6.946840227377169,84.62881615708937,24.862772954458876,35.41282413648679,2.6090468759224015,6.990958254766161,Tiruvallur,Loamy,Kuruvai,DAP,Lambda Cyhalothrin,107.96
35.6193106247803,74.80586108055897,1176.7038927919775,6.684815569319035,114.22128693326343,40.86855247413158,67.46113067913444,4.136226161355371,5.874453657960015,Kanyakumari,Black Soil,Navarai,Potash,Fipronil,110.87
32.535229354534806,89.02326916376967,1640.7530411517628,6.91672595343007,115.33119955273048,61.848287700157016,67.60985402322103,8.02173311646113,6.376808093044251,Tiruvarur,Black Soil,Samba,Organic Compost,Spinosad,171.04
24.53768168468918,90.23483036795713,1646.2122332942783,5.558494566069118,114.32350755082864,27.732192048406713,43.45831979813993,3.2860791683864656,7.563328434770273,Coimbatore,Sandy Loam,Samba,Vermicompost,Fipronil,131.59
30.11948374017338,55.25543486867334,944.4457598098953,6.733853836751484,128.3067560224681,57.908811621000105,38.186250674491184,6.319883037726844,6.523054179446308,Salem,Red Soil,Navarai,Micronutrient Mix,Emamectin Benzoate,111.11
34.4775263224183,59.279225553078334,1513.2334830024336,6.582533157352221,126.66928034730952,40.51232996232116,64.28353251937637,2.820077823925434,9.354267002345166,Dindigul,Silty,Navarai,Ammonium Sulphate,Chlorpyrifos,112.56
23.08539294568275,67.03854267787266,1449.806506374338,5.634701202937544,92.39534141586459,40.752983417177404,63.4640862437234,8.97229444921901,0.934549321218872,Tiruvallur,Silty,Kuruvai,Urea,Fipronil,98.2
37.57582350683835,93.75511421142767,1499.5821980915098,5.760172480261264,108.24368763361203,21.47521498752809,21.548648607029808,5.909145523237326,3.574297081920642,Thanjavur,Loamy,Navarai,Neem Cake,Bacillus thuringiensis,118.94
29.134443302027975,65.94506665126664,1796.5494001892534,6.352362604471946,80.6248321896708,29.817429271500153,75.63666841249506,3.766156902310083,7.089981144924142,Theni,Alluvial Soil,Navarai,Vermicompost,Bacillus thuringiensis,141.32
23.318096729853483,82.21997208298852,1385.4134571373622,6.046519053996419,125.57772060253693,29.063473506854013,50.26343607298213,5.3578185354089785,9.464351241592189,Ranipet,Clay Loam,Kuruvai,Organic Compost,Neem Oil,147.68
26.387443237578722,94.35910591839313,1091.2008075780516,7.288198407358269,60.695914530197754,32.786282241505,22.179385801915796,4.948210749790089,6.690834841070908,Theni,Clay Loam,Samba,Urea,Azadirachtin,139.46
35.829731997434195,73.9283962676623,1761.8321134976661,5.8710510314062425,118.17608511600497,66.59581116750451,73.96452912508364,8.088191927543992,8.525440667110432,Salem,Alluvial Soil,Samba,Ammonium Sulphate,Emamectin Benzoate,169.19
22.52041887186003,91.83391391262748,1339.9803774248858,7.093074581952353,83.3370116361295,27.038491337743668,28.763005454178533,5.4424471591957015,7.012870228675228,Karur,Alluvial Soil,Samba,NPK,Azadirachtin,164.93
25.208395627205388,74.66378186965747,677.0507244901609,6.663942803828798,64.2094063991588,67.85354603823129,41.72533712465017,2.092964319264805,4.824591416277111,Thanjavur,Clay,Samba,Ammonium Sulphate,Emamectin Benzoate,111.39
29.679021355473978,79.00082192477214,949.9950944511638,6.889963772253085,117.41101574702842,66.791059333601,22.773317774385,2.839441427345399,5.064815998949375,Perambalur,Loamy,Samba,Farmyard Manure,Spinosad,126.03
