days,temperature,soil_moisture,water_level,expected_growth
26,23.659844650686253,78.65052773762227,22.689397610004217,49.59
58,33.59148181577831,51.71971827552143,20.753528346260406,65.95
101,22.928644816970667,66.12260576307526,17.63475630983851,75.21
39,31.528310214594633,32.18018858772169,49.754772985880344,50.81
10,25.552380503831664,30.77283082644337,46.77433531644764,38.16
117,28.29147450253235,58.614623458541914,49.11492126722206,85.17
36,32.76705007275285,45.84610025781389,12.627173600874162,51.22
29,25.920372002142084,72.21065703631557,46.85075756648743,53.67
31,24.42935882628408,46.12753821193003,43.19014077161035,51.18
13,30.53726125980664,47.97455756098776,18.2116329919022,44.74
29,29.17270566298521,34.07970902001202,5.233318824829405,43.82
40,31.974427684501627,62.49819653888826,36.588509476596656,61.16
91,20.41425157810557,58.943244775377934,24.731335535813912,66.98
67,20.53913410695113,53.27990090662301,29.419008561840947,58.99
90,23.75377040773796,31.94173672147116,18.646948160295025,58.06
111,21.90590768977827,56.11216300274022,39.64970988943749,77.45
72,32.63034612517972,39.71900169974365,23.510925727550536,62.22
103,29.5614485224731,66.30456668613309,48.91334357581406,79.56
21,25.98231352167192,51.6760368790371,38.48191893496019,47.2
94,20.380261151231863,78.13242073389625,42.61910542304926,73.59
62,33.72820591439721,52.11761148655522,15.790431162083145,67.4
52,22.74298995660961,76.73069986698549,33.72217672295076,64.9
73,29.175811193515283,50.980003121389494,16.147894527552086,64.51
20,22.379696714637365,36.00823239028211,20.38458500223807,38.36
104,22.598028048650228,51.69258246189865,22.932713047881805,72.04
14,34.23718597387079,74.33401936490237,16.74021305037713,59.76
113,22.444016406221444,33.52843737002149,33.9088675192842,71.14
117,33.007984003325056,61.820179872300564,41.042718260707986,90.47
37,26.873793357372747,57.280839465796745,47.36591639494363,59.49
71,32.30640265656902,62.5742385928894,14.300796194453543,66.72
50,20.273327384773246,34.72214803779642,35.73530480373606,46.36
85,29.835839530711134,49.26983104827825,35.67261510377554,68.81
11,21.772472414324845,64.83685826820754,33.302428105094776,40.82
33,20.587794900134693,50.89730158577893,48.541124818411134,43.59
28,32.10252108900896,79.52525710003366,23.567795461014192,61.68
86,23.75024673824157,59.02720061719549,44.02024732443749,67.39
59,31.26306601687246,67.72714370423412,9.640574097616968,64.76
21,28.01491210295845,54.82805953415388,22.532813879864158,45.67
104,20.162564772204476,75.26909882096318,9.10790045537601,72.12
75,34.35201327689684,63.83849522121516,26.71344273391891,71.99
73,24.39816157547097,46.4332272684958,35.26333052346673,61.94
104,34.192918143225356,69.06480252356013,10.105907090785161,83.19
79,21.756005246414087,37.149584102641796,39.26797842728625,63.58
112,33.00303057966262,71.92403818819926,24.17411637711235,86.2
31,30.593633407347443,34.06743903209499,8.817697133833637,42.45
87,28.719581258401735,73.1569260994502,44.61619858872876,78.99
49,31.300672778884124,48.81297927654579,8.757532251440095,55.33
65,25.669813851833815,65.254218214833,16.19258694936296,60.58
49,20.170304671511285,53.43303209970631,7.5336474056826805,44.02
96,31.507922796628577,71.13951759383465,38.48952456244841,80.16
67,27.165723363203416,34.14456608466771,28.776655458374414,59.56
10,32.03163873540101,78.89503343771355,30.020226738916303,52.82
89,34.894471941789504,33.68982823676994,29.923442798059437,71.77
24,21.131518206346538,38.31077159546265,14.756409796392106,35.3
91,20.681695705121868,44.04815947961151,47.76851678344514,69.62
76,25.917826979121948,35.33780329679422,20.104702915863342,60.11
12,25.30028342039079,59.1828055925436,8.498058663424317,38.43
45,23.89924794281394,52.66204234144155,6.454217799934271,47.71
81,30.27096758830819,38.130846967244565,45.99172330222291,65.8
10,34.246998699378864,66.28597541941801,32.60368381711054,53.76
118,28.27381808816105,38.241713056850045,23.506480246341606,76.74
69,27.205551227995322,79.26430253327521,21.953253647207333,67.79
63,32.63178384703563,71.91643523555689,26.09119219077366,72.92
103,22.0077817820095,30.683598241349863,8.391157715860803,63.27
9,34.94955255610858,57.771585280131376,39.60443368312297,55.32
41,31.35621803063684,48.89252746378932,15.848817454833434,52.72
49,29.0926195167632,41.43214027517314,35.22653079826355,54.51
36,20.7034470168683,43.433624101265366,5.998313391363573,33.96
7,27.8024525166799,72.609075015927,29.83580774485185,46.78
9,21.3261233504847,69.59089197348165,31.548015371193625,37.12
105,29.30464327030197,65.20398840496118,14.583387267900983,77.37
42,29.25895568145938,79.02313625461889,32.36395322938483,64.36
55,33.562380417406224,47.412773351165015,28.129527012191485,66.28
92,33.65706917604909,44.89797257709752,28.562102420675505,76.57
14,33.89881437742242,54.60581465397691,16.620997473453127,49.46
92,20.687918996069495,61.040284221104564,20.63360337014364,67.86
79,21.13794992162996,36.44398609553246,10.762062753099759,52.54
99,26.00450733365422,64.88337868484659,13.103027255718434,72.14
100,27.109424603943086,63.37788692605136,12.754394204073343,77.79
55,20.613029243997183,38.44675315360823,17.536565256438138,47.77
94,33.41325894343889,36.43741991498219,19.854478098956996,69.65
31,20.589682097616485,69.97051994545214,33.255517527090845,51.51
117,28.95917123383146,79.31284979334076,29.146579069429965,87.08
60,27.26784477786532,60.9127385765148,21.601113780639757,64.57
18,22.2160863785934,36.65584642937391,35.9224477431499,38.13
27,27.67516163173499,56.60567426326578,9.822740510289922,50.26
19,21.573037497987215,66.87026030469096,13.202774531418113,37.69
43,24.831187483747676,40.572400349827234,19.73738084800616,51.39
71,29.732342604373642,53.97910508771251,31.288976812137616,68.59
90,28.802616770313186,67.2719737092165,24.42467958033557,74.25
10,33.49471095717519,60.37776111467864,15.995891995909453,46.45
63,34.79772873189469,60.28874096784436,15.675205628119752,66.01
79,21.318314368102158,70.29324433705717,7.504407021063891,62.43
13,21.203506184924635,56.22556947851273,23.467857214534767,39.87
8,20.079500095964082,78.75335814725713,27.0836950666453,42.44
106,30.029648298866466,76.46879945637929,30.05433018562684,81.41
48,23.076163402241885,78.3997033252117,36.992861547653675,61.5
88,27.614155680266826,42.12048662075401,10.167657113264159,61.9
41,27.591559345390205,76.60071711284671,19.428898647178144,60.08
7,20.777353052336405,46.83021390969603,11.04866046225384,34.45
69,22.082371601630307,30.135544970716484,10.25132288637566,49.73
19,27.073642828252375,50.592045707363425,20.69907199443479,44.4
80,25.688428774457005,76.32247117948556,37.47184478380747,73.43
64,32.62743165137408,36.988618831314476,40.787029033695056,62.89
89,22.79607480182216,41.78458730324999,33.519135367407976,64.0
66,25.382457261852537,73.86002704065541,22.66002983401859,64.77
18,33.4950116793826,61.20507720909188,29.290147786158485,55.39
67,27.540805851387187,41.61063475734086,45.48085579735558,64.37
108,23.435380863871945,57.14246553067045,24.41876644113992,70.07
71,29.415620796071266,46.745280732854305,11.267243269852425,62.78
98,33.40838874576436,69.42986056122655,11.825369587973803,82.65
101,30.604706918651885,68.92859695253756,11.440759349681134,80.1
9,33.15148455142624,47.10408743579538,41.95657871024058,45.92
35,25.682323483353734,52.85001096408392,32.178104243263064,57.18
33,23.43877092848962,66.1126284196533,37.401644144573346,52.8
99,28.976640518078405,58.27541736614869,37.22805836298285,80.35
78,25.137863857678152,41.36754915149935,24.06185880892173,62.08
94,34.20925009417723,37.66757015580401,31.380342440755875,79.28
115,30.891433790936013,59.64814526294108,9.599569890133981,81.57
116,30.449762358153386,76.12496905886479,36.82573854410293,90.02
13,26.36196006953579,66.82221178123615,47.04651566460567,47.12
90,33.660292973835695,36.14053909228669,15.615771556778654,69.0
91,33.81262823926058,73.49481810310641,28.347712570673245,80.67
44,29.11841590691388,48.96528491927744,38.491234332948,57.94
30,25.002487575367162,49.90843467954717,29.18280213220653,46.1
79,33.84440347697728,53.28500611594066,26.63766401400831,72.37
63,26.7865927419904,37.04285101898999,12.937414392780049,56.23
75,22.482699761419607,31.693958012329748,19.016292700974084,53.58
30,20.196416848825006,63.17686860083553,13.011618509138815,46.21
88,26.884834820255197,57.86526844450239,43.728440805083025,70.65
75,28.930775259800654,33.353823869421376,38.748221167963,63.84
60,33.470814341610705,40.25698202410036,13.580947429864995,59.81
44,28.811804063511115,44.70223396104858,37.13266399054227,54.11
118,27.8658540399137,52.03813734691141,23.03433773938967,77.7
5,25.015442169657234,33.775168190194464,38.896079933635285,36.45
14,24.06117009715331,62.19997716195079,23.39303769941434,45.08
69,28.275838928890096,42.69442820216521,13.825089486205377,62.06
76,21.561628729768607,69.99580426865947,13.034509792445013,60.86
38,32.07972451036858,79.43643909777214,32.14388309796408,65.07
50,32.45329796850487,49.85917648092274,35.063831145679075,59.87
52,21.30387522425524,61.66203874554803,38.115707593820105,54.5
89,20.397983058107297,39.071771754489866,31.236870243636147,63.77
51,29.371419065648766,46.79329285749175,42.12982991401969,59.0
71,28.854424137722116,43.403182041143815,33.08670085321103,66.24
102,32.916020299620826,40.975526254047935,48.85462693394915,75.27
112,22.101697636496787,73.42339879489563,26.934403921228114,79.51
85,27.271675507255193,55.62288279409608,38.37591249028995,71.53
70,29.50217329739221,42.894384271660115,11.271023333277085,57.94
91,30.24775784668222,71.12919379558369,28.83477553947865,78.36
46,28.647747132713803,43.7027610343603,29.938010113210705,56.49
91,21.598680951930117,37.00092693302245,16.86577111855774,61.85
35,33.10835116343773,59.870655108515415,32.0232587195144,56.5
49,32.57160444767444,50.219075077451215,39.69101196789217,62.74
50,20.704489501625826,38.31416843780397,38.21151273918667,49.75
30,21.023745580311374,71.85394953515147,24.673702836075957,47.47
40,30.785688577763683,44.856085781158754,30.488208813360373,58.58
26,30.988581458153753,40.74701892953784,6.40324107775781,44.43
24,22.43020816837377,72.07648301550216,43.088353219155074,49.87
77,21.127066726037132,66.40943781018017,27.29710922927893,69.15
47,28.97429087402232,52.98407563805655,8.417003466632995,53.52
63,33.75970363193364,36.84093154594807,47.76068092193611,64.11
59,27.81951001120354,34.33526059310918,48.117685685176866,60.09
85,29.88175050066076,64.61382822589263,43.213804320439365,78.86
29,33.550457189540374,62.33324595585817,36.192884515561616,58.29
36,30.58362758773533,76.26241587078329,13.12589053073001,57.34
89,27.098151771220003,45.64274282527938,10.423516045390901,64.16
76,34.56587367748052,77.2133244556717,26.33963974958587,78.74
98,20.823239219697125,52.7571842518078,28.5095559232026,71.12
28,23.450132559315545,36.02834428886394,8.462894073314413,41.43
41,27.953976989523504,52.051608087408084,23.201845235683283,55.87
8,31.860847472584453,45.937625146603494,33.16511193966541,45.38
20,26.402255849822964,73.83326889312247,23.787773781255147,50.66
17,27.934057010408182,76.95338492564481,40.94524560981494,53.64
43,20.142281504427473,32.63419179886143,8.984453477612817,40.62
20,33.10515671279508,79.20417345996475,39.572303623903316,58.11
29,25.04555695742633,56.12595958172615,37.95223132330903,49.89
34,32.79232732537852,65.77766576171209,31.50988405119027,59.04
52,20.26810902100121,79.38611948680158,24.249791018113804,61.0
16,34.34623546339137,69.89946610716916,16.654219322081616,51.05
74,34.73495772620122,74.20994890657515,32.03593008989891,76.85
76,34.14097661202688,62.482332449618426,32.34815576954866,74.49
113,21.80508143052494,32.34726785739065,22.28407751710623,69.36
58,34.536539452112166,74.18929424817128,46.74885274378458,74.51
117,22.60842873829231,49.81210094513294,39.12073140668411,75.69
36,26.9507112232343,61.14686914675593,38.654222184150285,56.19
93,28.894099022625547,59.004310391890556,9.116907682898969,71.06
96,27.150152424955525,32.21883317666184,43.34870900061535,71.04
46,32.14274112087317,62.76209903195109,29.78858167741127,61.62
83,20.07623209727039,64.7857146424875,7.195261175292789,60.79
22,21.21569323861472,41.009160097490565,35.74664436468181,33.33
97,33.5977057916687,58.56594709597871,34.79504045479541,78.95
44,28.485979459936864,43.35141350847107,44.53834938598211,56.89
101,22.36010989553789,38.0200052665036,20.030399543535705,67.97
49,30.462071925039254,64.00703858801502,32.837512019683295,61.15
111,34.41972932277361,53.27350043849918,44.55821661026592,87.35
46,21.93304801210168,46.75594271295709,38.45787153312235,51.84
82,31.349537056774018,42.9344165348954,13.690978906428187,65.78
17,29.253903775636132,79.05930890137117,33.43160871575007,55.64
92,32.280191307497624,36.422435904659565,17.750432671951174,67.09
75,28.118998680141654,78.14960019294973,20.384247471740874,72.56
97,31.832104728061164,38.68767376537834,39.68843488434454,75.41
72,24.514453504202244,65.40860443226407,8.030777066094727,58.75
94,21.120416266367812,72.62073295993238,49.55667677377912,77.32
51,34.533167829285375,67.48259158714623,10.85388080587844,67.11
62,20.0154421976845,37.946914163837825,26.084273754586295,50.98
8,26.392719533539594,52.569351216483774,12.363071953625113,40.21
36,21.23571568423764,64.02496510373565,34.45300464265108,52.74
31,33.02081483798439,78.1618326720066,6.40860411863823,58.63
105,29.57788921496128,49.87971989813971,17.339684105690154,75.97
7,24.679279857426955,46.037137021906375,37.59902026763526,37.78
117,29.775002380638277,48.42631718618806,43.896121242783664,84.74
84,28.148492086849373,37.962286913963226,14.166556217432339,66.79
75,29.39330482447123,36.56224388411938,6.463678077106336,54.91
64,34.51266895420667,39.27294373383272,25.794378084454728,60.85
13,23.00787090050505,54.579727337071844,7.889402168381034,39.0
6,31.96338650955782,45.518097946178685,25.484906708681052,41.97
99,30.828314418904025,62.849192878224656,39.06766704250505,76.04
106,33.6172797947696,66.21426540632059,38.71227375955774,85.71
58,29.27233601477179,65.12324852720519,30.184190756911136,64.62
36,34.118562563485796,33.620813607317075,29.04089926894003,51.71
107,21.990736310645904,58.37704241307791,36.02592361117696,77.19
118,32.321610920148,32.05917476396358,35.16734562594855,80.87
77,20.779569254772085,57.06481676505352,36.90772337529124,65.14
12,34.21025693946558,61.265233010697386,40.25402266737266,52.25
79,33.42224984090792,57.37961880768681,41.77839964831222,79.83
30,27.213557471734774,32.037705304623636,12.379976644527375,45.51
16,23.706548510152196,37.97723400565942,44.23026049664907,39.77
23,34.637978837286965,46.844789588555344,13.195306205991468,50.69
55,22.42508816220204,31.043056964576905,34.396835865679854,52.37
41,34.94500874085113,78.73965810733915,34.26465588561216,68.36
97,26.27599683001479,40.178914017112135,42.82035828246201,69.39
53,33.024087581125706,66.3584534883154,38.42179345399914,63.59
112,31.515858321001705,55.242244094650886,29.44852355134798,80.84
55,28.6801311285859,51.930770959479524,37.636594718681145,62.98
38,31.894341419084473,62.750466941605424,49.64599923533026,61.87
62,33.685450184250364,40.53310945028333,33.03349626035673,66.49
103,31.64000310553144,50.26550915428717,32.08349226479038,80.29
46,23.563149873858166,78.56975470208198,13.14396287192704,56.51
66,21.460900888303282,50.25103995401608,31.681327992430184,59.93
107,25.388500540996485,59.64754257174637,12.358574266326023,75.28
70,32.86979380884058,30.45152020647751,31.478568500327246,62.96
80,21.963104910775247,78.49105225392724,25.420529362263768,69.16
14,30.04085602189042,37.28782841223759,25.224522584618196,39.47
12,29.25717479906045,65.33886084427229,12.516885855542743,47.51
41,31.72685494767544,65.26927970561019,25.08658909306635,62.26
115,33.02406920769888,40.292060501838414,10.036382872897754,78.1
41,34.04908538442442,31.967177033425482,10.494946130451206,51.08
74,22.700156562090854,34.42777921116207,9.648903070580705,57.55
24,34.7994518443827,78.25593482180227,5.222299142048433,58.13
102,24.846959856054177,78.65488740351732,31.105050336296063,80.2
27,30.002963863191567,36.98256273781564,6.348811544270507,40.3
49,22.153135430590893,76.99098959634209,37.980451325360384,59.03
12,22.34245767188261,41.72806466674143,48.35060747691796,38.9
51,30.389389283392468,71.90576448240552,47.50763987633105,67.2
21,32.463157870125585,73.23044179775184,39.5833714035706,61.57
95,33.964230432604666,64.47633755157806,35.443102359976095,83.13
57,30.00457275486361,58.859261835587404,20.685815025888672,59.49
70,34.991205886559996,32.4106019430278,48.97283828995928,69.95
77,21.35722542930576,44.43427977653191,9.909933429458738,56.13
102,26.062104824765495,46.35165807816193,35.04170235036131,74.59
109,24.75793575148098,73.44503127702855,21.905251334677693,81.01
58,29.736119881915897,46.41906139425406,33.359393674811486,63.04
23,25.828371519055185,52.43468113112653,15.689485889344736,48.23
117,26.666291791268023,30.73335285231319,31.417776846551792,75.58
70,26.952410657008585,48.98928900896149,43.850014230732135,62.79
52,32.70751042058861,75.7118257975735,41.61948297438139,66.28
104,29.11857639190167,68.2441630771064,41.584358242224205,83.34
118,30.732363606489116,56.06170662426672,42.00770384676761,88.04
19,23.65223444864449,76.35172723981533,7.712032563030238,45.5
25,27.187748441653998,39.72791615926505,12.484922348441398,43.23
114,24.609349473894298,70.15129489163317,29.262257450386453,86.21
20,21.34439508732413,65.88178929543147,22.99573430618703,41.88
112,22.721575215434406,56.258169183353004,36.907081777509475,77.1
60,31.90110887221756,39.26142232737048,46.29886201271198,61.64
58,28.253398132343925,32.170626642740956,33.491811901731005,55.67
17,29.024177302194968,70.95944297133951,44.78929085067835,52.22
14,22.621601642410656,48.038625955529994,45.76509971544922,40.55
28,25.301320689540773,41.8435279487241,40.123648185973785,48.13
64,30.071370042959217,70.47649878842209,39.49952608401827,68.88
78,26.776515181058436,59.330423158773705,12.560639348518855,66.71
25,21.435718332802427,31.18192930231682,33.888717519946965,39.6
96,23.0927924677764,61.89803966579851,16.559773144057168,68.94
29,34.81678280322331,36.821987627836656,36.28150493214172,52.98
71,26.640754501692907,52.28954572886145,37.60325831293781,65.66
106,28.675803755096137,43.70803332799029,8.573871604504397,74.66
108,29.679347562885752,59.78753640944784,23.05345613175422,77.07
107,21.0413576411914,55.952989545413516,8.042565361649672,67.03
9,21.04897408564151,62.00841119140831,17.201634642508317,41.45
48,24.865006296730634,46.6500956529099,35.12691298391856,55.36
91,25.677146352288034,48.1472135922996,49.79662208169157,68.0
26,28.434452238168646,77.881264225269,12.888632406094683,51.99
35,31.322567299112716,38.523896908695875,23.426503385234174,52.95
16,25.21357286358473,63.2455862243609,40.79524823553781,47.1
20,25.737894203660126,35.99145010088232,48.8374082882607,42.41
34,27.814369659080633,61.17928440013799,9.010599445220748,52.38
107,32.9702928805031,60.42432063298956,27.807729431921718,82.52
113,25.402046112072785,34.382137338191924,47.163102036397824,74.73
77,27.645863701275474,71.26430541164484,17.586659231216565,70.42
19,34.88237022234969,72.57124788725478,14.382973146080111,53.8
115,25.957681661438166,56.98663093799714,33.257752374768614,81.0
82,32.08888100176432,69.50152181535307,18.710561259411836,78.56
77,24.837919667696227,31.144691248806012,11.9206017350614,57.82
70,21.987870091127725,73.10072411363113,46.52407357310275,67.58
18,22.087970369262948,74.9130813646353,42.31995823135777,49.62
10,22.195609882433736,48.37672111457657,8.067753922347212,34.33
102,27.591613322701264,41.62756791826901,8.598442746168587,68.65
96,24.677241996278894,55.30709314201221,24.778025988480955,71.49
64,32.77172956326898,30.01662530602447,5.795951432596575,53.68
35,20.92024440666002,69.038079303422,25.691019069619408,52.61
6,27.26902380528297,67.71267721719315,32.87739881334144,44.58
13,22.133740530307943,36.069246971121444,18.647381640541802,30.59
119,22.666495817768723,64.58090277846597,32.81232534292337,78.3
105,29.228291573465164,45.312681039330585,33.07531263312373,77.67
42,26.39125075835557,36.535518837009974,44.897189685821004,48.95
11,27.882569329529602,54.08174232674312,12.959921531473448,41.17
90,34.45733413223527,42.429012885747106,11.021168132576992,74.07
25,31.404347346832026,36.855485286449955,29.088955915366626,46.68
69,24.852505923672105,71.71516829773837,33.31844627048313,66.71
117,28.219392334605395,52.71886672799805,42.99606872328272,82.28
59,22.23856666925264,36.35998813437248,43.909717646318796,55.58
103,25.63832427718654,49.72381392850177,25.675104578269398,70.37
25,34.343332859734225,36.65725020890485,9.596728834589214,47.76
6,26.564046860830878,42.73353110230256,42.83922107416652,40.79
62,23.795876492011768,69.05852118934595,42.13094881679167,59.46
90,29.55004523250811,60.696679238003085,7.999341825231048,71.32
92,33.236891606841496,35.2846739953137,49.47238719500591,73.82
76,21.271880240687047,65.81616940313411,8.243795119940302,61.16
28,21.58051300929209,31.77854335177742,27.886068025141032,37.65
104,25.245548446187744,68.73267655905909,34.76167749816865,74.45
32,25.322620403853357,50.60654651313858,29.7327219673516,46.97
116,34.51790052267546,44.77223887387101,39.615041652716016,85.06
29,34.63986274398189,63.36751990232142,5.469246472883138,52.8
109,29.658563803116962,56.51510666245792,6.887805054423632,75.28
118,24.833232551669425,36.26167852164136,26.345124945779624,74.11
36,31.22109769144298,70.58848940450687,34.54153732991762,58.37
15,20.656034388199544,35.54039810899035,31.933920905796455,34.97
82,26.591074845416784,60.64697912472627,47.43841269851184,70.69
34,33.92476299272865,63.79911377931777,27.322152740594895,56.66
43,32.69771508035417,75.94632668197772,16.350845907801272,64.92
17,23.315950571805928,78.91986394002978,38.66863576905489,47.55
100,22.6614315420456,57.25134594484692,49.31013827860287,75.31
26,28.093343307432576,66.39735883653717,9.857467159090895,48.45
54,23.20267049466008,55.29263464759145,42.831636260504,58.26
81,26.20124673942892,67.90925055382687,38.45407037344742,70.34
27,30.333279530751362,73.66614579304039,33.63311092906616,57.67
105,22.401074524318595,53.077873720989494,5.419922892219199,70.41
69,24.168531458733018,39.697693363388744,44.59174186738724,58.24
102,23.06053451943348,57.75424746511431,37.988208321335364,71.89
45,25.628898566639997,56.93478336715195,28.587162682677302,55.66
110,31.414861400421408,31.765567747011954,38.55802022290545,74.46
119,32.62955557245063,53.51595270508928,27.59225960698012,83.06
62,25.524642957602726,52.43053154772713,37.493192219123166,61.3
41,29.945630067507384,30.09399417624553,13.026766293829843,49.65
78,29.293840061897612,47.77465052206787,40.73887990746879,69.15
8,27.65164568748238,66.17023828061431,9.686181106412935,41.25
62,28.422268819392855,58.03300472080855,32.156944996840465,65.82
35,20.34399216902063,46.105400211459276,33.642079297211936,46.28
87,20.87826393865969,46.711915934803045,40.32036397001604,66.77
68,27.80444865377981,48.67312980720867,10.506954079633008,61.15
117,26.510290492608128,34.43002148398086,14.927537872004507,76.03
79,31.004237450634687,44.972175524594334,12.806603341968076,66.88
74,29.54266047062349,69.2825809040116,10.32512859155243,70.7
79,31.099795800284177,77.51563764652958,14.132136540870599,73.42
65,34.694700725508255,38.26470554850873,36.511338175003445,68.92
74,27.771181493582233,44.93627867943865,47.330566030190326,69.8
46,32.79092029813567,41.27706649628663,21.96113741313674,53.15
25,26.87280330106839,54.14844360426776,11.00659875871747,39.82
8,20.747630416744123,75.19566651301874,45.92255864037783,44.54
88,29.854327344007093,77.8307310541729,8.103110736038953,73.36
112,20.668923625594424,31.81438113067511,17.407393389299852,68.07
14,24.079245891929464,67.96991312089818,25.2382929102743,43.56
81,24.0220853014327,37.8190902201724,43.38903305316427,63.79
111,22.088680566763927,56.62103411376086,23.499302117031796,73.22
11,21.296369161438196,41.83921546556927,37.96019293271404,34.91
52,34.05233693049638,32.612893964301186,23.845699358337264,57.45
18,30.962314474710947,79.06485452486234,16.54385280999115,51.1
92,25.073946579985225,45.434937168659765,47.61661944824254,71.89
16,25.242595581302282,35.704789244396665,11.806107293072056,35.02
75,30.256311583655638,57.255276413034984,49.12325699004977,70.52
65,32.90209540024152,66.14071516042418,8.045076285500071,67.57
74,23.39220577384911,72.34593640442799,24.288374613671408,69.97
9,34.18547220500423,72.4987685740331,35.10600517980987,49.16
43,28.18147804110358,33.11365529409428,28.062619194664926,48.06
64,25.33960060692279,78.90309089867642,40.729537236560276,64.24
25,22.470595301484437,46.51075324357488,39.053817755988575,44.14
90,20.269185178527376,36.31268913963067,34.6833214877634,61.0
109,28.402733875623678,67.53647534996736,30.109133245218793,80.9
70,20.978068868907382,53.196568840616635,45.914909263770205,61.11
10,25.57899001875297,52.584840961584135,22.882162571839242,46.93
47,31.63417776387991,78.22383269504058,14.169490660746009,59.78
96,31.36222827184126,43.8220845291698,19.05570958484811,72.9
13,25.939557089936823,75.75450342035217,28.9862990260763,49.56
16,22.490514701242933,60.67365693195882,21.33953314853047,40.27
31,24.153567310667135,79.1760736357611,11.332018762194128,50.57
105,30.989528520512494,71.01887537244866,19.092289766777704,81.13
98,29.229470376047033,34.173204249469165,44.708736578330246,72.98
20,34.82623984118115,54.26794915799435,10.509525426152347,52.83
34,29.520069098809124,38.29774476478925,44.68674912370898,49.42
31,30.302914965125435,34.65152432300136,6.321387159607655,44.19
24,33.35387079526703,33.97032923215148,37.917342065316305,49.94
106,28.111906324783163,65.51213993116558,19.145755093268676,78.25
15,33.519440161619734,62.5833959353213,19.132735774672938,52.05
80,25.02812071056309,38.68807965678719,37.040630914885135,62.12
94,21.509562177853,41.993705637797234,11.388739539244725,60.99
62,29.206661282235487,51.77527271990797,30.97623788458759,58.6
21,32.621713296271395,53.56435836990823,49.059722210681954,52.39
20,21.59515589383662,45.74597943064838,5.171771035595621,37.14
51,22.62322155763939,72.78686294528931,15.22308006605817,55.41
67,25.105701390000124,73.31932571256709,14.698844095609934,65.62
19,23.189665645566443,31.65946772812131,18.677588055832572,36.95
80,23.491447206519332,70.36980151699757,7.659225053521397,65.89
83,23.904302863490045,75.3597515352915,35.182954035762535,70.36
50,26.905374068028895,73.2281804761335,29.59916990845048,62.07
39,26.19141693899039,70.11771645796321,26.558152839650806,56.02
18,33.771148282987255,44.00186647752447,43.62537545596044,50.26
87,34.59164484338129,71.30195258332859,36.46919188067916,83.43
23,33.09130759349192,35.62901952059685,36.66586898573581,53.04
65,21.025114032983907,43.16578918766,7.075560395108022,48.02
18,28.975362264466384,44.86189038543086,18.49636001781431,44.53
98,28.98212444575237,33.22456356245838,44.47577557229902,71.75
